stock_code,stock_name,market,report_type,report_year,first_appointment_date,first_change_date,second_change_date,third_change_date,actual_disclosure_date,stat_date
000908,石药景峰,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000915,华特达因,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000920,沃顿科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000922,佳电股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000948,南天信息,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000993,闽东电力,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001210,金房能源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001212,中旗新材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001219,青岛食品,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001257,盛龙股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001259,利仁科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001286,陕西能源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001287,中电港,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001317,三羊马,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001328,登康口腔,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001337,四川黄金,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001367,海森药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001368,通达创智,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001379,腾达科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
001395,亚联机械,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002008,大族激光,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002023,海特高新,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002039,黔源电力,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002055,ST得润,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002057,中钢天源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002062,宏润建设,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002073,软控股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002114,罗平锌电,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002155,湖南黄金,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002163,海南发展,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002178,延华智能,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002190,成飞集成,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002196,方正电机,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002201,九鼎新材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002209,达意隆,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002213,大为股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002227,*ST特迅,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002230,科大讯飞,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002232,启明信息,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002237,恒邦股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002241,歌尔股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002243,力合科创,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002247,聚力文化,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002274,华昌化工,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002299,圣农发展,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002302,西部建设,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002303,美盈森,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002376,新北洋,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002393,力生制药,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002394,联发股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002397,梦洁股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002416,爱施德,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002429,兆驰股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002436,兴森科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002443,金洲管道,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002469,三维化学,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002484,江海股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002496,辉丰股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002501,*ST利源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002511,中顺洁柔,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002529,海源复材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002536,飞龙股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002560,通达股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002561,徐家汇,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002578,闽发铝业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002589,瑞康医药,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002628,成都路桥,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002632,道明光学,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002687,乔治白,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002691,*ST冀凯,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002695,煌上煌,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002709,天赐材料,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002714,牧原股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002716,湖南白银,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002728,特一药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002759,天际股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002761,浙江建投,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002763,汇洁股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002769,普路通,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002793,罗欣药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002802,洪汇新材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002807,江阴银行,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002829,星网宇达,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002845,同兴达,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002890,弘宇股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002907,华森制药,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002911,佛燃能源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002922,伊戈尔,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002923,润都股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002927,泰永长征,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002967,广电计量,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
002971,和远气体,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
003036,泰坦股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300006,莱美药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300041,回天新材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300046,台基股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300078,思创智联,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300133,华策影视,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300151,昌红科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300199,翰宇药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300200,高盟新材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300214,日科化学,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300233,金城医药,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300236,上海新阳,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300244,迪安诊断,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300250,初灵信息,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300259,新天科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300304,云意电气,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300314,戴维医疗,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300315,掌趣科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300332,天壕能源,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300386,飞天诚信,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300395,菲利华,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300399,天利科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300402,宝色股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300474,景嘉微,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300484,蓝海华腾,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300515,三德科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300558,贝达药业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300612,宣亚国际,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300657,弘信电子,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300665,飞鹿股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300694,蠡湖股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300711,广哈通信,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300759,康龙化成,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300765,石药创新,深市,半年报（中报）,2026,2026-08-21,2026-08-18,,,,2026-08-18
300800,力合科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300821,东岳硅材,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300872,天阳科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300876,蒙泰高新,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300886,华业香料,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300895,铜牛信息,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300896,爱美客,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300917,特发服务,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300927,江天化学,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300958,建工修复,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
300979,华利集团,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301026,浩通科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301028,鼎熔岩,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301033,迈普医学,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301097,天益医疗,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301171,易点天下,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301200,大族数控,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301210,金杨精密,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301219,腾远钴业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301223,中荣股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301227,森鹰窗业,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301252,同星科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301286,侨源股份,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301449,天溯计量,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301509,金凯生科,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301577,美信科技,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
301609,山大电力,深市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600022,山东钢铁,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600030,中信证券,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600063,皖维高新,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600064,南京高科,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600116,三峡水利,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600173,卧龙新能,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600187,*ST国中,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600198,大唐电信,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600256,广汇能源,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600282,南钢股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600419,天润乳业,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600452,涪陵电力,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600459,贵研铂业,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600515,海南机场,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600549,厦门钨业,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600581,*ST八钢,沪市,半年报（中报）,2026,2026-08-21,2026-08-25,,,,2026-08-25
600584,长电科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600589,大位科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600594,益佰制药,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600655,豫园股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600662,外服控股,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600712,南宁百货,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600785,新华百货,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600851,海欣股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600853,龙建股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600888,新疆众和,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600906,财达证券,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600955,维远股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600969,郴电国际,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600980,北矿科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
600995,南网储能,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601006,大秦铁路,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601061,中信金属,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601169,北京银行,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601177,杭齿前进,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601208,东材科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601318,中国平安,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601588,北辰实业,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601728,中国电信,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601888,中国中免,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601933,永辉超市,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601958,金钼股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
601963,重庆银行,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603016,新宏泰,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603039,泛微网络,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603042,华脉科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603051,鹿山新材,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603068,博通集成,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603070,万控智造,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603092,德力佳,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603160,汇顶科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603171,税友股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603193,润本股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603300,海南华铁,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603303,得邦照明,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603348,文灿股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603391,力聚热能,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603505,金石资源,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603517,ST绝味,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603637,镇海股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603677,奇精机械,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603708,家家悦,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603713,密尔克卫,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603867,新化股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603877,太平鸟,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
603938,三孚股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605060,联德股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605077,华康股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605086,龙高股份,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605208,永茂泰,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605259,绿田机械,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605319,无锡振华,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605337,李子园,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
605338,巴比食品,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688022,ST瀚川,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688027,国盾量子,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688101,三达膜,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688109,品茗科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688127,蓝特光学,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688151,华强科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688192,迪哲医药,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688276,百克生物,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688303,大全能源,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688336,三生国健,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688382,益方生物,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688383,新益昌,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688466,金科环境,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688513,苑东生物,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688523,航天环宇,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688550,瑞联新材,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688557,兰剑智能,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688589,力合微,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688658,悦康药业,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688670,金迪克,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688676,金盘科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688677,海泰新光,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
688781,视涯科技,沪市,半年报（中报）,2026,2026-08-21,,,,,2026-08-21
000025,特力A,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000063,中兴通讯,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000090,天健集团,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000419,通程控股,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000513,丽珠集团,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000566,海南海药,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000593,德龙汇能,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000607,华媒控股,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000620,盈新发展,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000639,ST西王,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000652,泰达股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000655,金岭矿业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000668,荣丰控股,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000669,ST金鸿,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000690,宝新能源,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000691,亚太实业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000715,中兴商业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000735,罗牛山,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000750,国海证券,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000753,漳州发展,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000779,甘咨询,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000793,*ST华闻,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000810,创维数字,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000821,ST京机,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000823,超声电子,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000838,*ST发展,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000856,冀东装备,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000860,顺鑫农业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000899,赣能股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000912,泸天化,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000925,众合科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000931,中关村,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000970,中科三环,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000985,大庆华科,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000998,隆平高科,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
000999,华润三九,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
001318,阳光乳业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
001324,长青科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
001388,信通电子,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002017,东信和平,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002048,宁波华翔,深市,半年报（中报）,2026,2026-08-22,2026-08-29,,,,2026-08-29
002060,广东建工,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002075,沙钢股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002080,中材科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002091,江苏国泰,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002103,广博股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002105,信隆健康,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002112,三变科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002117,东港股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002125,湘潭电化,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002185,华天科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002223,鱼跃医疗,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002234,民和股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002242,九阳股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002248,华东数控,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002275,桂林三金,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002278,神开股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002287,奇正藏药,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002293,罗莱生活,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002306,ST云网,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002347,泰尔股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002354,天娱数科,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002379,宏桥控股,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002384,东山精密,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002420,毅昌科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002439,启明星辰,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002449,国星光电,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002454,松芝股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002457,青龙管业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002478,常宝股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002487,大金重工,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002523,天桥起重,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002524,光正眼科,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002552,宝鼎科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002564,天沃科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002582,好想你,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002608,江苏国信,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002609,捷顺科技,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002643,万润股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002675,东诚药业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002692,远程股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002693,双成药业,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002724,海洋王,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002731,*ST萃华,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002747,埃斯顿,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002766,索菱股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002800,天顺股份,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
002817,黄山胶囊,深市,半年报（中报）,2026,2026-08-22,,,,,2026-08-22
